datetime,open,high,low,close,volume
2024-01-01 12:45:00,21925.49,21959.54,21917.7,21941.36,23059
2024-01-01 12:50:00,21941.36,21954.04,21932.12,21950.55,60340
2024-01-01 12:55:00,21950.55,21984.26,21942.67,21969.12,45024
2024-01-01 13:00:00,21969.12,21976.01,21923.37,21924.06,37142
2024-01-01 13:05:00,21924.06,21947.45,21915.29,21940.03,53584
2024-01-01 13:10:00,21940.03,21981.83,21934.24,21970.98,47878
2024-01-01 13:15:00,21970.98,22068.49,21960.4,22040.05,43443
2024-01-01 13:20:00,22040.05,22069.09,22036.95,22037.08,79999
2024-01-01 13:25:00,22037.08,22042.43,22016.18,22023.67,37926
2024-01-01 13:30:00,22023.67,22029.97,22020.58,22025.66,17628
2024-01-01 13:35:00,22025.66,22089.42,21999.06,22086.86,33384
2024-01-01 13:40:00,22086.86,22144.35,22073.55,22095.9,26378
2024-01-01 13:45:00,22095.9,22103.13,22068.65,22079.26,66357
2024-01-01 13:50:00,22079.26,22103.77,22064.84,22071.49,65637
2024-01-01 13:55:00,22071.49,22115.76,22070.95,22085.82,67904
2024-01-01 14:00:00,22085.82,22159.61,22081.09,22150.99,30039
2024-01-01 14:05:00,22150.99,22151.71,22117.49,22125.2,56165
2024-01-01 14:10:00,22125.2,22142.86,22098.72,22110.63,31234
2024-01-01 14:15:00,22110.63,22165.88,22105.52,22130.43,54295
2024-01-01 14:20:00,22130.43,22178.29,22115.08,22177.19,42112
2024-01-01 14:25:00,22177.19,22187.55,22130.96,22154.4,62107
2024-01-01 14:30:00,22154.4,22220.6,22153.9,22169.45,56741
2024-01-01 14:35:00,22169.45,22182.4,22133.87,22178.99,69460
2024-01-01 14:40:00,22178.99,22185.13,22129.5,22136.07,59078
2024-01-01 14:45:00,22136.07,22170.66,22065.62,22094.8,46818
2024-01-01 14:50:00,22094.8,22100.08,22079.95,22091.73,30268
2024-01-01 14:55:00,22091.73,22096.77,21993.29,21998.93,62089
2024-01-01 15:00:00,21998.93,22038.09,21978.37,22035.18,45881
2024-01-01 15:05:00,22035.18,22043.13,21996.08,22005.0,16756
2024-01-01 15:10:00,22005.0,22016.05,21999.48,22012.24,37593
2024-01-01 15:15:00,22012.24,22055.54,22011.66,22029.34,40553
2024-01-01 15:20:00,22029.34,22030.4,21983.07,22002.35,46040
2024-01-01 15:25:00,22002.35,22033.36,21987.97,22005.24,62678
2024-01-02 09:15:00,22005.24,22053.36,22000.48,22035.97,44243
2024-01-02 09:20:00,22035.97,22066.49,21992.31,22000.96,16869
2024-01-02 09:25:00,22000.96,22032.55,22000.94,22026.33,44797
2024-01-02 09:30:00,22026.33,22075.44,22008.65,22044.3,48416
2024-01-02 09:35:00,22044.3,22133.16,22016.76,22104.01,15067
2024-01-02 09:40:00,22104.01,22168.84,22079.3,22139.45,42293
2024-01-02 09:45:00,22139.45,22170.28,22077.18,22087.03,17005
2024-01-02 09:50:00,22087.03,22111.79,22085.33,22100.59,33820
2024-01-02 09:55:00,22100.59,22164.57,22095.73,22142.74,60698
2024-01-02 10:00:00,22142.74,22145.97,22114.36,22117.46,31172
2024-01-02 10:05:00,22117.46,22138.89,22103.0,22137.4,60082
2024-01-02 10:10:00,22137.4,22164.34,22127.64,22161.77,30056
2024-01-02 10:15:00,22161.77,22201.91,22154.72,22199.66,37130
2024-01-02 10:20:00,22199.66,22220.5,22187.91,22218.71,37145
2024-01-02 10:25:00,22218.71,22254.7,22216.91,22244.34,29167
2024-01-02 10:30:00,22244.34,22255.76,22200.3,22215.45,49515
2024-01-02 10:35:00,22215.45,22239.62,22179.02,22214.1,39591
2024-01-02 10:40:00,22214.1,22219.97,22165.38,22166.54,21754
2024-01-02 10:45:00,22166.54,22170.95,22151.88,22158.93,30244
2024-01-02 10:50:00,22158.93,22186.36,22133.27,22135.72,29519
2024-01-02 10:55:00,22135.72,22150.36,22113.87,22124.37,44987
2024-01-02 11:00:00,22124.37,22158.26,22102.92,22146.77,32814
2024-01-02 11:05:00,22146.77,22193.8,22140.69,22181.62,53409
2024-01-02 11:10:00,22181.62,22207.02,22163.31,22206.99,45928
2024-01-02 11:15:00,22206.99,22221.2,22177.72,22187.68,42212
2024-01-02 11:20:00,22187.68,22193.23,22119.89,22122.56,32413
2024-01-02 11:25:00,22122.56,22163.82,22113.27,22154.43,31405
2024-01-02 11:30:00,22154.43,22199.15,22149.32,22175.86,31864
2024-01-02 11:35:00,22175.86,22181.34,22175.29,22178.1,52687
2024-01-02 11:40:00,22178.1,22190.04,22159.49,22185.2,47817
2024-01-02 11:45:00,22185.2,22223.84,22173.71,22201.52,39617
2024-01-02 11:50:00,22201.52,22202.87,22199.64,22199.8,19088
2024-01-02 11:55:00,22199.8,22235.33,22182.41,22225.27,65832
2024-01-02 12:00:00,22225.27,22225.83,22215.39,22215.54,62207
2024-01-02 12:05:00,22215.54,22223.02,22139.76,22162.34,8864
2024-01-02 12:10:00,22162.34,22183.56,22084.0,22100.37,29066
2024-01-02 12:15:00,22100.37,22118.19,22084.14,22093.49,26311
2024-01-02 12:20:00,22093.49,22149.15,22081.78,22133.92,40753
2024-01-02 12:25:00,22133.92,22156.62,22132.07,22134.77,25063
2024-01-02 12:30:00,22134.77,22143.55,22106.56,22117.67,43831
2024-01-02 12:35:00,22117.67,22131.0,22106.0,22114.1,37699
2024-01-02 12:40:00,22114.1,22143.15,22112.59,22119.73,35169
2024-01-02 12:45:00,22119.73,22130.24,22078.77,22087.76,43358
2024-01-02 12:50:00,22087.76,22103.72,22009.32,22029.65,30139
2024-01-02 12:55:00,22029.65,22082.45,22028.44,22062.05,40181
2024-01-02 13:00:00,22062.05,22082.58,22008.73,22031.61,16056
2024-01-02 13:05:00,22031.61,22043.95,21967.61,21987.46,34723
2024-01-02 13:10:00,21987.46,22002.03,21984.06,21991.49,40428
2024-01-02 13:15:00,21991.49,22011.18,21960.37,21967.91,43311
2024-01-02 13:20:00,21967.91,21969.53,21949.86,21952.42,37390
2024-01-02 13:25:00,21952.42,21964.53,21900.19,21921.67,42172
2024-01-02 13:30:00,21921.67,21956.74,21907.58,21944.0,42882
2024-01-02 13:35:00,21944.0,21963.68,21942.95,21950.54,27821
2024-01-02 13:40:00,21950.54,21980.07,21950.45,21951.35,44180
2024-01-02 13:45:00,21951.35,21991.33,21937.23,21989.03,39299
2024-01-02 13:50:00,21989.03,22010.53,21943.18,21957.93,23196
2024-01-02 13:55:00,21957.93,21980.46,21949.25,21977.3,40171
2024-01-02 14:00:00,21977.3,22025.35,21967.47,22009.18,36071
2024-01-02 14:05:00,22009.18,22033.9,21982.73,21993.02,53323
2024-01-02 14:10:00,21993.02,22000.53,21976.29,21992.91,11654
2024-01-02 14:15:00,21992.91,22000.59,21984.21,21998.41,55714
2024-01-02 14:20:00,21998.41,22032.08,21997.09,22028.09,34730
2024-01-02 14:25:00,22028.09,22048.06,21991.5,22012.55,51427
2024-01-02 14:30:00,22012.55,22053.69,21980.82,22036.98,62655
2024-01-02 14:35:00,22036.98,22056.62,22023.75,22042.81,44241
2024-01-02 14:40:00,22042.81,22043.33,21998.41,22015.01,21537
2024-01-02 14:45:00,22015.01,22100.24,21996.14,22076.28,22636
2024-01-02 14:50:00,22076.28,22092.05,22063.67,22067.7,8869
2024-01-02 14:55:00,22067.7,22095.26,22040.24,22057.3,36085
2024-01-02 15:00:00,22057.3,22067.05,21985.67,21989.1,62190
2024-01-02 15:05:00,21989.1,22004.31,21980.72,21998.64,33336
2024-01-02 15:10:00,21998.64,22003.24,21934.83,21937.49,41266
2024-01-02 15:15:00,21937.49,21962.46,21931.08,21954.7,59796
2024-01-02 15:20:00,21954.7,21981.13,21900.56,21904.24,30265
2024-01-02 15:25:00,21904.24,22017.19,21883.44,22014.83,48946
2024-01-03 09:15:00,22014.83,22028.46,21994.36,22020.45,11614
2024-01-03 09:20:00,22020.45,22034.23,22014.49,22025.22,22516
2024-01-03 09:25:00,22025.22,22040.28,21980.29,21988.75,17107
2024-01-03 09:30:00,21988.75,21989.1,21965.91,21979.55,23065
2024-01-03 09:35:00,21979.55,21979.62,21937.19,21944.9,26115
2024-01-03 09:40:00,21944.9,21991.66,21939.14,21966.52,26849
2024-01-03 09:45:00,21966.52,22020.23,21964.1,21995.88,33763
2024-01-03 09:50:00,21995.88,21997.32,21980.94,21987.8,26628
2024-01-03 09:55:00,21987.8,22009.54,21985.48,22008.44,18971
2024-01-03 10:00:00,22008.44,22027.55,22000.22,22003.33,23537
2024-01-03 10:05:00,22003.33,22015.33,21975.41,21988.43,31562
2024-01-03 10:10:00,21988.43,22004.54,21956.84,21959.97,25759
2024-01-03 10:15:00,21959.97,21985.28,21953.69,21969.11,28085
2024-01-03 10:20:00,21969.11,21988.28,21931.89,21941.5,28781
2024-01-03 10:25:00,21941.5,21959.25,21936.52,21947.3,28522
2024-01-03 10:30:00,21947.3,21949.18,21926.12,21946.8,26137
2024-01-03 10:35:00,21946.8,21963.27,21923.5,21925.85,10983
2024-01-03 10:40:00,21925.85,21960.12,21925.04,21947.16,17399
2024-01-03 10:45:00,21947.16,21949.46,21881.69,21918.5,26133
2024-01-03 10:50:00,21918.5,21943.51,21910.99,21938.77,26144
2024-01-03 10:55:00,21938.77,21966.16,21938.49,21949.52,19661
2024-01-03 11:00:00,21949.52,21952.29,21911.93,21935.58,22409
2024-01-03 11:05:00,21935.58,21948.8,21871.87,21903.68,27243
2024-01-03 11:10:00,21903.68,21922.4,21832.52,21862.45,16476
2024-01-03 11:15:00,21862.45,21899.64,21835.95,21879.76,26116
2024-01-03 11:20:00,21879.76,21886.31,21858.28,21869.5,24727
2024-01-03 11:25:00,21869.5,21871.38,21822.69,21830.26,20455
2024-01-03 11:30:00,21830.26,21846.94,21780.6,21786.87,21747
2024-01-03 11:35:00,21786.87,21802.99,21782.89,21787.44,22312
2024-01-03 11:40:00,21787.44,21840.56,21766.49,21808.12,29795
2024-01-03 11:45:00,21808.12,21864.81,21756.21,21774.29,22025
2024-01-03 11:50:00,21774.29,21798.83,21746.93,21753.26,14177
2024-01-03 11:55:00,21753.26,21769.66,21748.46,21761.41,15716
2024-01-03 12:00:00,21761.41,21768.0,21739.29,21739.63,20924
2024-01-03 12:05:00,21739.63,21776.18,21713.55,21761.86,19291
2024-01-03 12:10:00,21761.86,21811.28,21726.57,21802.62,28446
2024-01-03 12:15:00,21802.62,21815.22,21763.86,21767.53,16032
2024-01-03 12:20:00,21767.53,21854.23,21757.26,21839.24,35650
2024-01-03 12:25:00,21839.24,21854.31,21831.89,21836.02,27484
2024-01-03 12:30:00,21836.02,21863.46,21814.84,21862.6,25105
2024-01-03 12:35:00,21862.6,21895.67,21831.73,21842.29,14137
2024-01-03 12:40:00,21842.29,21889.58,21814.16,21860.14,20527
2024-01-03 12:45:00,21860.14,21870.57,21830.01,21846.07,21676
2024-01-03 12:50:00,21846.07,21879.47,21840.21,21841.84,21181
2024-01-03 12:55:00,21841.84,21854.33,21826.38,21845.56,22943
2024-01-03 13:00:00,21845.56,21849.77,21781.98,21810.34,30307
2024-01-03 13:05:00,21810.34,21824.44,21802.93,21807.63,32605
2024-01-03 13:10:00,21807.63,21829.54,21770.0,21790.74,22633
2024-01-03 13:15:00,21790.74,21873.84,21772.8,21843.45,11021
2024-01-03 13:20:00,21843.45,21846.06,21828.34,21840.81,1329
2024-01-03 13:25:00,21840.81,21849.37,21782.3,21782.86,18147
2024-01-03 13:30:00,21782.86,21800.76,21770.23,21776.28,18493
2024-01-03 13:35:00,21776.28,21792.5,21754.66,21783.73,19909
2024-01-03 13:40:00,21783.73,21784.45,21769.77,21774.22,24404
2024-01-03 13:45:00,21774.22,21779.83,21713.39,21727.17,17673
2024-01-03 13:50:00,21727.17,21744.65,21677.33,21679.44,33340
2024-01-03 13:55:00,21679.44,21713.3,21663.16,21687.71,30428
2024-01-03 14:00:00,21687.71,21704.09,21662.1,21664.79,23474
2024-01-03 14:05:00,21664.79,21669.69,21627.33,21634.5,5528
2024-01-03 14:10:00,21634.5,21661.83,21614.95,21649.66,16237
2024-01-03 14:15:00,21649.66,21667.47,21578.64,21602.36,20059
2024-01-03 14:20:00,21602.36,21625.27,21577.58,21620.33,26189
2024-01-03 14:25:00,21620.33,21639.56,21605.77,21614.59,47368
2024-01-03 14:30:00,21614.59,21614.91,21549.44,21565.38,33379
2024-01-03 14:35:00,21565.38,21601.3,21553.77,21590.02,19249
2024-01-03 14:40:00,21590.02,21615.59,21521.81,21529.39,22850
2024-01-03 14:45:00,21529.39,21568.54,21514.84,21557.32,12716
2024-01-03 14:50:00,21557.32,21560.24,21530.78,21536.08,31910
2024-01-03 14:55:00,21536.08,21537.98,21458.18,21491.02,29937
2024-01-03 15:00:00,21491.02,21530.28,21479.59,21529.99,38207
2024-01-03 15:05:00,21529.99,21553.11,21516.94,21534.85,29179
2024-01-03 15:10:00,21534.85,21586.65,21518.47,21575.41,19769
2024-01-03 15:15:00,21575.41,21575.43,21510.56,21539.39,27090
2024-01-03 15:20:00,21539.39,21592.31,21538.23,21581.37,16040
2024-01-03 15:25:00,21581.37,21593.86,21555.27,21555.84,35584
2024-01-04 09:15:00,21555.84,21574.91,21537.38,21547.06,25551
2024-01-04 09:20:00,21547.06,21611.62,21514.74,21605.42,47591
2024-01-04 09:25:00,21605.42,21631.54,21576.47,21587.37,38781
2024-01-04 09:30:00,21587.37,21603.13,21536.15,21546.61,26732
2024-01-04 09:35:00,21546.61,21570.59,21478.22,21500.52,24989
2024-01-04 09:40:00,21500.52,21510.7,21459.07,21477.32,53702
2024-01-04 09:45:00,21477.32,21483.75,21468.36,21475.26,69406
2024-01-04 09:50:00,21475.26,21493.13,21436.78,21486.05,37753
2024-01-04 09:55:00,21486.05,21492.39,21415.96,21421.5,37463
2024-01-04 10:00:00,21421.5,21452.17,21412.95,21436.98,25074
2024-01-04 10:05:00,21436.98,21443.21,21421.33,21429.29,45170
2024-01-04 10:10:00,21429.29,21493.14,21422.59,21486.97,8084
2024-01-04 10:15:00,21486.97,21545.23,21469.46,21539.72,65574
2024-01-04 10:20:00,21539.72,21578.3,21518.31,21576.68,52866
2024-01-04 10:25:00,21576.68,21594.18,21542.61,21558.19,16917
2024-01-04 10:30:00,21558.19,21582.09,21527.56,21575.22,51545
2024-01-04 10:35:00,21575.22,21587.72,21512.81,21513.77,51973
2024-01-04 10:40:00,21513.77,21572.34,21508.85,21543.09,60628
2024-01-04 10:45:00,21543.09,21617.11,21537.27,21589.27,62428
2024-01-04 10:50:00,21589.27,21658.52,21578.45,21640.56,58626
2024-01-04 10:55:00,21640.56,21662.26,21602.24,21616.96,42073
2024-01-04 11:00:00,21616.96,21625.63,21610.32,21616.2,50242
2024-01-04 11:05:00,21616.2,21617.23,21582.0,21585.68,45873
2024-01-04 11:10:00,21585.68,21597.44,21535.54,21563.52,38492
2024-01-04 11:15:00,21563.52,21613.8,21523.88,21600.49,36239
2024-01-04 11:20:00,21600.49,21612.19,21578.73,21581.55,53647
2024-01-04 11:25:00,21581.55,21614.11,21570.39,21600.66,29734
2024-01-04 11:30:00,21600.66,21602.44,21593.09,21595.65,36716
2024-01-04 11:35:00,21595.65,21636.6,21572.51,21622.86,56985
2024-01-04 11:40:00,21622.86,21638.58,21613.73,21628.5,37780
2024-01-04 11:45:00,21628.5,21693.03,21598.88,21667.23,47460
2024-01-04 11:50:00,21667.23,21683.3,21667.19,21677.05,55688
2024-01-04 11:55:00,21677.05,21679.96,21647.09,21673.5,49284
2024-01-04 12:00:00,21673.5,21688.85,21671.24,21675.6,51072
2024-01-04 12:05:00,21675.6,21693.93,21673.31,21673.78,30946
2024-01-04 12:10:00,21673.78,21697.93,21660.01,21680.18,57519
2024-01-04 12:15:00,21680.18,21690.19,21673.93,21688.69,19278
2024-01-04 12:20:00,21688.69,21690.92,21650.63,21655.81,45845
2024-01-04 12:25:00,21655.81,21657.81,21618.95,21625.75,31908
2024-01-04 12:30:00,21625.75,21638.86,21607.82,21635.71,56340
2024-01-04 12:35:00,21635.71,21662.65,21623.04,21657.82,33781
2024-01-04 12:40:00,21657.82,21701.02,21597.6,21613.76,44007
2024-01-04 12:45:00,21613.76,21617.97,21594.31,21603.05,20640
2024-01-04 12:50:00,21603.05,21623.86,21571.37,21573.26,37323
2024-01-04 12:55:00,21573.26,21576.49,21544.1,21552.8,60096
2024-01-04 13:00:00,21552.8,21556.16,21521.57,21541.35,56218
2024-01-04 13:05:00,21541.35,21547.45,21524.42,21529.34,44520
2024-01-04 13:10:00,21529.34,21541.66,21509.26,21535.91,60127
2024-01-04 13:15:00,21535.91,21568.01,21519.51,21550.39,37610
2024-01-04 13:20:00,21550.39,21557.08,21529.78,21543.16,63547
2024-01-04 13:25:00,21543.16,21573.39,21536.07,21543.35,10540
2024-01-04 13:30:00,21543.35,21551.55,21511.9,21521.0,42381
2024-01-04 13:35:00,21521.0,21529.85,21486.94,21509.33,64080
2024-01-04 13:40:00,21509.33,21528.02,21451.26,21475.38,35486
2024-01-04 13:45:00,21475.38,21554.24,21466.83,21520.85,29303
2024-01-04 13:50:00,21520.85,21523.54,21491.34,21516.64,35543
2024-01-04 13:55:00,21516.64,21525.99,21510.92,21514.67,35381
2024-01-04 14:00:00,21514.67,21516.06,21499.81,21512.99,33676
2024-01-04 14:05:00,21512.99,21517.8,21497.2,21499.69,44353
2024-01-04 14:10:00,21499.69,21510.05,21487.36,21499.27,53173
2024-01-04 14:15:00,21499.27,21516.63,21463.5,21466.73,28978
2024-01-04 14:20:00,21466.73,21477.72,21455.39,21475.23,63290
2024-01-04 14:25:00,21475.23,21485.76,21455.4,21464.41,33141
2024-01-04 14:30:00,21464.41,21468.64,21442.07,21442.3,40040
2024-01-04 14:35:00,21442.3,21447.47,21413.01,21420.45,32308
2024-01-04 14:40:00,21420.45,21424.38,21400.15,21416.03,58617
2024-01-04 14:45:00,21416.03,21441.83,21414.09,21441.22,54393
2024-01-04 14:50:00,21441.22,21454.46,21415.79,21440.39,48097
2024-01-04 14:55:00,21440.39,21473.08,21435.37,21460.09,31066
2024-01-04 15:00:00,21460.09,21523.96,21433.49,21500.59,59227
2024-01-04 15:05:00,21500.59,21509.82,21474.5,21509.06,33632
2024-01-04 15:10:00,21509.06,21517.97,21453.39,21457.28,32783
2024-01-04 15:15:00,21457.28,21466.25,21445.18,21464.23,69549
2024-01-04 15:20:00,21464.23,21483.22,21396.63,21402.21,44040
2024-01-04 15:25:00,21402.21,21430.07,21386.89,21420.88,37868
2024-01-05 09:15:00,21420.88,21451.47,21409.58,21444.34,46758
2024-01-05 09:20:00,21444.34,21504.22,21432.69,21490.81,48925
2024-01-05 09:25:00,21490.81,21494.71,21440.6,21467.82,43224
2024-01-05 09:30:00,21467.82,21473.79,21430.01,21437.84,23623
2024-01-05 09:35:00,21437.84,21443.03,21385.08,21392.75,41737
2024-01-05 09:40:00,21392.75,21393.45,21316.49,21341.46,14048
2024-01-05 09:45:00,21341.46,21392.66,21333.18,21373.33,22845
2024-01-05 09:50:00,21373.33,21379.24,21304.77,21310.83,51462
2024-01-05 09:55:00,21310.83,21328.05,21299.64,21324.19,53059
2024-01-05 10:00:00,21324.19,21342.44,21309.14,21336.43,60833
2024-01-05 10:05:00,21336.43,21382.24,21322.73,21356.04,49867
2024-01-05 10:10:00,21356.04,21372.52,21323.13,21323.86,19839
2024-01-05 10:15:00,21323.86,21336.67,21296.61,21306.43,46103
2024-01-05 10:20:00,21306.43,21313.72,21251.54,21266.62,42232
2024-01-05 10:25:00,21266.62,21300.39,21247.51,21275.26,29290
2024-01-05 10:30:00,21275.26,21323.29,21275.0,21314.2,39927
2024-01-05 10:35:00,21314.2,21362.68,21307.53,21345.98,45994
2024-01-05 10:40:00,21345.98,21373.18,21331.14,21370.07,31261
2024-01-05 10:45:00,21370.07,21409.34,21349.34,21404.12,44610
2024-01-05 10:50:00,21404.12,21414.8,21393.2,21409.52,36882
2024-01-05 10:55:00,21409.52,21434.6,21350.12,21366.82,31861
2024-01-05 11:00:00,21366.82,21409.47,21356.16,21400.8,57831
2024-01-05 11:05:00,21400.8,21416.32,21379.12,21391.63,49240
2024-01-05 11:10:00,21391.63,21410.39,21363.67,21382.03,46612
2024-01-05 11:15:00,21382.03,21393.58,21320.11,21341.42,33991
2024-01-05 11:20:00,21341.42,21350.85,21295.99,21308.29,32433
2024-01-05 11:25:00,21308.29,21334.11,21299.01,21329.76,52770
2024-01-05 11:30:00,21329.76,21330.94,21310.88,21318.83,60096
2024-01-05 11:35:00,21318.83,21365.9,21303.78,21345.47,52352
2024-01-05 11:40:00,21345.47,21358.5,21289.63,21292.77,40392
2024-01-05 11:45:00,21292.77,21299.04,21271.16,21277.3,49761
2024-01-05 11:50:00,21277.3,21280.52,21224.98,21233.23,28408
2024-01-05 11:55:00,21233.23,21249.71,21223.54,21244.87,30574
2024-01-05 12:00:00,21244.87,21253.39,21228.8,21253.24,29718
2024-01-05 12:05:00,21253.24,21259.21,21232.5,21247.95,45566
2024-01-05 12:10:00,21247.95,21288.11,21209.93,21223.77,30324
2024-01-05 12:15:00,21223.77,21242.83,21211.6,21229.56,61225
2024-01-05 12:20:00,21229.56,21232.1,21210.63,21218.24,39745
2024-01-05 12:25:00,21218.24,21273.59,21204.95,21260.42,58179
2024-01-05 12:30:00,21260.42,21301.92,21250.71,21294.74,40529
2024-01-05 12:35:00,21294.74,21301.64,21266.69,21271.35,13096
2024-01-05 12:40:00,21271.35,21301.56,21255.46,21298.73,38122
2024-01-05 12:45:00,21298.73,21320.84,21293.01,21304.38,43180
2024-01-05 12:50:00,21304.38,21401.86,21301.88,21399.35,60422
2024-01-05 12:55:00,21399.35,21414.78,21354.36,21375.57,46109
2024-01-05 13:00:00,21375.57,21405.18,21355.52,21394.19,51739
2024-01-05 13:05:00,21394.19,21431.21,21393.71,21429.77,47801
2024-01-05 13:10:00,21429.77,21450.3,21413.64,21440.76,37663
2024-01-05 13:15:00,21440.76,21450.14,21396.96,21404.82,38567
2024-01-05 13:20:00,21404.82,21436.8,21392.1,21413.71,34174
2024-01-05 13:25:00,21413.71,21434.17,21402.49,21417.62,54021
2024-01-05 13:30:00,21417.62,21421.81,21409.37,21421.39,24876
2024-01-05 13:35:00,21421.39,21440.02,21406.01,21439.11,37160
2024-01-05 13:40:00,21439.11,21444.6,21427.52,21428.4,25747
2024-01-05 13:45:00,21428.4,21447.22,21421.35,21422.73,29366
2024-01-05 13:50:00,21422.73,21471.61,21391.26,21444.07,39696
2024-01-05 13:55:00,21444.07,21452.81,21430.81,21449.53,37951
2024-01-05 14:00:00,21449.53,21452.79,21384.08,21408.04,37966
2024-01-05 14:05:00,21408.04,21441.95,21400.29,21415.89,49143
2024-01-05 14:10:00,21415.89,21484.3,21410.85,21461.94,25008
2024-01-05 14:15:00,21461.94,21485.67,21412.1,21422.02,30157
2024-01-05 14:20:00,21422.02,21438.14,21419.33,21428.61,66542
2024-01-05 14:25:00,21428.61,21491.15,21424.3,21446.68,30963
2024-01-05 14:30:00,21446.68,21446.88,21431.03,21440.7,26809
2024-01-05 14:35:00,21440.7,21490.18,21430.74,21481.29,47850
2024-01-05 14:40:00,21481.29,21520.35,21465.58,21501.47,49045
2024-01-05 14:45:00,21501.47,21518.68,21480.59,21483.45,12657
2024-01-05 14:50:00,21483.45,21511.15,21480.22,21484.59,39052
2024-01-05 14:55:00,21484.59,21506.72,21450.17,21466.76,29675
2024-01-05 15:00:00,21466.76,21485.92,21445.24,21455.78,34115
2024-01-05 15:05:00,21455.78,21533.06,21445.6,21512.67,37656
2024-01-05 15:10:00,21512.67,21532.84,21502.54,21523.32,49298
2024-01-05 15:15:00,21523.32,21559.28,21518.45,21522.99,54879
2024-01-05 15:20:00,21522.99,21569.55,21502.7,21552.02,27101
2024-01-05 15:25:00,21552.02,21564.76,21436.23,21452.12,40366
2024-01-08 09:15:00,21452.12,21533.43,21442.37,21522.82,56198
2024-01-08 09:20:00,21522.82,21531.16,21451.66,21467.29,15668
2024-01-08 09:25:00,21467.29,21485.47,21398.56,21414.85,38480
2024-01-08 09:30:00,21414.85,21427.69,21363.24,21363.26,52869
2024-01-08 09:35:00,21363.26,21380.59,21344.24,21358.65,57660
2024-01-08 09:40:00,21358.65,21370.11,21309.4,21356.19,61432
2024-01-08 09:45:00,21356.19,21388.34,21326.8,21334.35,46475
2024-01-08 09:50:00,21334.35,21376.68,21321.45,21363.72,37164
2024-01-08 09:55:00,21363.72,21413.73,21356.38,21401.97,36072
2024-01-08 10:00:00,21401.97,21406.42,21365.67,21395.81,38456
2024-01-08 10:05:00,21395.81,21442.53,21376.85,21423.71,37397
2024-01-08 10:10:00,21423.71,21450.43,21416.52,21433.39,52482
2024-01-08 10:15:00,21433.39,21487.36,21414.78,21467.22,48973
